"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",TIME,""Value"",""Flag Codes"""
"ARG,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"ARG,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"ARG,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"ARG,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2013"",,""M"""
"ARG,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2014"",,""M"""
"ARG,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2015"",72.846,"
"BRA,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2005"",,""M"""
"BRA,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2010"",69.009,"
"BRA,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2011"",69.912,"
"BRA,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2012"",69.892,"
"BRA,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2013"",66.087,"
"BRA,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2014"",67.394,"
"BRA,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2015"",67.2,"
"BRA,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2016"",65.766,"
"BRA,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2005"",,""M"""
"BRA,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2010"",56.425,"
"BRA,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2011"",56.536,"
"BRA,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2012"",57.2,"
"BRA,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2013"",55.244,"
"BRA,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2014"",57.559,"
"BRA,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2015"",57.865,"
"BRA,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2016"",56.704,"
"BRA,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"BRA,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2010"",81.615,"
"BRA,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2011"",83.832,"
"BRA,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2012"",83.097,"
"BRA,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2013"",77.268,"
"BRA,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2014"",77.173,"
"BRA,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2015"",76.659,"
"BRA,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2016"",75.237,"
"CHL,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2005"",83.132,"
"CHL,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2010"",86.071,"
"CHL,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2011"",,""M"""
"CHL,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2012"",,""M"""
"CHL,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2013"",86.447,"
"CHL,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2014"",87.656,"
"CHL,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2015"",90.262,"
"CHL,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2016"",91.196,"
"CHL,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2005"",79.701,"
"CHL,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2010"",82.872,"
"CHL,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2011"",,""M"""
"CHL,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2012"",,""M"""
"CHL,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2013"",82.91,"
"CHL,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2014"",84.202,"
"CHL,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2015"",86.471,"
"CHL,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2016"",87.122,"
"CHL,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2005"",86.632,"
"CHL,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2010"",89.379,"
"CHL,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"CHL,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"CHL,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2013"",90.114,"
"CHL,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2014"",91.236,"
"CHL,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2015"",94.19,"
"CHL,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2016"",95.401,"
"CHN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2005"",,""M"""
"CHN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2010"",,""M"""
"CHN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2011"",,""M"""
"CHN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2012"",,""M"""
"CHN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2013"",85.117,"
"CHN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2014"",89.978,"
"CHN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2015"",,""M"""
"CHN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2016"",85.717,"
"CHN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2005"",,""M"""
"CHN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2010"",,""M"""
"CHN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2011"",,""M"""
"CHN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2012"",,""M"""
"CHN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2013"",84.427,"
"CHN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2014"",88.699,"
"CHN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2015"",,""M"""
"CHN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2016"",80.739,"
"CHN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"CHN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"CHN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"CHN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"CHN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2013"",85.896,"
"CHN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2014"",91.423,"
"CHN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2015"",,""M"""
"CHN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2016"",91.362,"
"COL,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2005"",,""M"""
"COL,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2010"",,""M"""
"COL,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2011"",,""M"""
"COL,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2012"",,""M"""
"COL,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2013"",,""M"""
"COL,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2014"",69.433,"
"COL,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2015"",,""M"""
"COL,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2016"",77.057,"
"COL,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2005"",,""M"""
"COL,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2010"",,""M"""
"COL,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2011"",,""M"""
"COL,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2012"",,""M"""
"COL,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2013"",,""M"""
"COL,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2014"",61.288,"
"COL,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2015"",,""M"""
"COL,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2016"",69.15,"
"COL,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"COL,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"COL,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"COL,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"COL,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2013"",,""M"""
"COL,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2014"",77.951,"
"COL,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2015"",,""M"""
"COL,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2016"",85.16,"
"EST,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2005"",78.397,"
"EST,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2010"",82.401,"
"EST,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2011"",94.645,"
"EST,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2012"",91.264,"
"EST,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2013"",91.555,"
"EST,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2014"",83.415,"
"EST,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2015"",85.517,"
"EST,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2016"",81.376,"
"EST,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2005"",69.675,"
"EST,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2010"",74.727,"
"EST,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2011"",86.958,"
"EST,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2012"",86.146,"
"EST,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2013"",87.245,"
"EST,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2014"",78.764,"
"EST,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2015"",80.793,"
"EST,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2016"",76.415,"
"EST,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2005"",87.718,"
"EST,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2010"",90.509,"
"EST,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2011"",102.769,"
"EST,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2012"",96.451,"
"EST,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2013"",95.892,"
"EST,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2014"",88.211,"
"EST,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2015"",90.472,"
"EST,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2016"",86.748,"
"IND,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2005"",,""M"""
"IND,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2010"",,""M"""
"IND,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2011"",,""M"""
"IND,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2012"",,""M"""
"IND,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2013"",41.281,"
"IND,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2014"",44.555,"
"IND,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2015"",31.291,"
"IND,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2016"",33.15,"
"IND,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2005"",,""M"""
"IND,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2010"",,""M"""
"IND,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2011"",,""M"""
"IND,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2012"",,""M"""
"IND,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2013"",41.533,"
"IND,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2014"",44.87,"
"IND,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2015"",31.788,"
"IND,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2016"",33.335,"
"IND,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"IND,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"IND,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"IND,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"IND,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2013"",41.001,"
"IND,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2014"",44.205,"
"IND,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2015"",30.739,"
"IND,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2016"",32.944,"
"IDN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2005"",,""M"""
"IDN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2010"",,""M"""
"IDN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2011"",,""M"""
"IDN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2012"",,""M"""
"IDN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2013"",61.742,"
"IDN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2014"",68.718,"
"IDN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2015"",72.636,"
"IDN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2016"",71.778,"
"IDN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2005"",,""M"""
"IDN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2010"",,""M"""
"IDN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2011"",,""M"""
"IDN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2012"",,""M"""
"IDN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2013"",61.027,"
"IDN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2014"",73.388,"
"IDN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2015"",79.22,"
"IDN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2016"",76.97,"
"IDN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"IDN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"IDN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"IDN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"IDN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2013"",62.494,"
"IDN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2014"",63.799,"
"IDN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2015"",65.676,"
"IDN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2016"",66.278,"
"ISR,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2005"",,""M"""
"ISR,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2010"",,""M"""
"ISR,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2011"",,""M"""
"ISR,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2012"",,""M"""
"ISR,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2013"",90.904,"
"ISR,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2014"",89.632,"
"ISR,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2015"",91.592,"
"ISR,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2016"",92.19,"
"ISR,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2005"",,""M"""
"ISR,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2010"",,""M"""
"ISR,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2011"",,""M"""
"ISR,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2012"",,""M"""
"ISR,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2013"",86.373,"
"ISR,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2014"",86.659,"
"ISR,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2015"",87.876,"
"ISR,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2016"",89.41,"
"ISR,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"ISR,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"ISR,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"ISR,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"ISR,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2013"",95.665,"
"ISR,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2014"",92.761,"
"ISR,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2015"",95.49,"
"ISR,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2016"",95.099,"
"LVA,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2005"",,""M"""
"LVA,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2010"",,""M"""
"LVA,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2011"",,""M"""
"LVA,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2012"",90.622,"
"LVA,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2013"",90.305,"
"LVA,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2014"",94.124,"
"LVA,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2015"",89.096,"
"LVA,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2016"",89.882,"
"LVA,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2005"",,""M"""
"LVA,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2010"",,""M"""
"LVA,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2011"",,""M"""
"LVA,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2012"",87.868,"
"LVA,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2013"",87.138,"
"LVA,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2014"",91.553,"
"LVA,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2015"",84.044,"
"LVA,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2016"",85.666,"
"LVA,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"LVA,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"LVA,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"LVA,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2012"",93.479,"
"LVA,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2013"",93.567,"
"LVA,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2014"",97.058,"
"LVA,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2015"",94.55,"
"LVA,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2016"",94.373,"
"RUS,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2005"",,""M"""
"RUS,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2010"",,""M"""
"RUS,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2011"",,""M"""
"RUS,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2012"",,""M"""
"RUS,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2013"",77.444,"
"RUS,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2014"",105.641,"
"RUS,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2015"",99.116,"
"RUS,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2016"",97.713,"
"RUS,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2005"",,""M"""
"RUS,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2010"",,""M"""
"RUS,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2011"",,""M"""
"RUS,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2012"",,""M"""
"RUS,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2013"",82.771,"
"RUS,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2014"",117.206,"
"RUS,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2015"",102.783,"
"RUS,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2016"",104.261,"
"RUS,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"RUS,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"RUS,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"RUS,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"RUS,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2013"",71.886,"
"RUS,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2014"",93.536,"
"RUS,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2015"",95.268,"
"RUS,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2016"",90.899,"
"SAU,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2005"",,""M"""
"SAU,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2010"",,""M"""
"SAU,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2011"",,""M"""
"SAU,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2012"",,""M"""
"SAU,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2013"",,""M"""
"SAU,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2014"",,""M"""
"SAU,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2016"",,""M"""
"SAU,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2005"",,""M"""
"SAU,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2010"",,""M"""
"SAU,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2011"",,""M"""
"SAU,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2012"",,""M"""
"SAU,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2013"",,""M"""
"SAU,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2014"",,""M"""
"SAU,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2016"",,""M"""
"SAU,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"SAU,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"SAU,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"SAU,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"SAU,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2013"",,""M"""
"SAU,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2014"",,""M"""
"SAU,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2016"",,""M"""
"SVN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2005"",114.655,"
"SVN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2010"",109.519,"
"SVN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2011"",113.363,"
"SVN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2012"",110.828,"
"SVN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2013"",104.774,"
"SVN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2014"",103.044,"
"SVN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2015"",102.051,"
"SVN,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2016"",105.541,"
"SVN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2005"",106.966,"
"SVN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2010"",106.904,"
"SVN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2011"",108.699,"
"SVN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2012"",105.885,"
"SVN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2013"",101.458,"
"SVN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2014"",101.206,"
"SVN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2015"",99.494,"
"SVN,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2016"",103.134,"
"SVN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2005"",122.765,"
"SVN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2010"",112.246,"
"SVN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2011"",118.412,"
"SVN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2012"",116.135,"
"SVN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2013"",108.198,"
"SVN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2014"",104.96,"
"SVN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2015"",104.886,"
"SVN,""GRADRATE"",""UPPSRY_WOMEN"",""PC"",""A"",""2016"",107.945,"
"ZAF,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2005"",,""M"""
"ZAF,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2010"",,""M"""
"ZAF,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2011"",,""M"""
"ZAF,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2012"",,""M"""
"ZAF,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2013"",,""M"""
"ZAF,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2014"",,""M"""
"ZAF,""GRADRATE"",""UPPSRY"",""PC"",""A"",""2015"",,""M"""
"ZAF,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2005"",,""M"""
"ZAF,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2010"",,""M"""
"ZAF,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2011"",,""M"""
"ZAF,""GRADRATE"",""UPPSRY_MEN"",""PC"",""A"",""2012"",,""M"""
